id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
58874,45558,Hyperdunk,NULL,1994-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58955,129405,Escape from Ragor: Megrim's Rache,"Escape from Ragor is a german fantasy role playing game, a typical dungeon crawler with tile-based movement and real-time combat. You're thrown into the labyrinthine dungeons of Castle Ragor and must now get out, overcoming the traps and obstacles set by its nefarious master, Megrim. Explore the walls of Ragor and find an exit. That will not be easy as your jailer tries to confuse and mislead you, and the dungeons are full of Megrim's minions and dangerous monsters.    The game is controlled entirely with the mouse, which is used to interact with the environment, manipulate inventory items and move the character around by clicking the navigational arrows on the interface. You can use items like spells, healing potions and poisons in fights with the enemies. Combat flows in real time and the outcome of any encounter ultimately depends on how fast you click the attack button, located in the centre of the navigational arrows. The simple combat system automatically uses an offensive magic spell if one is selected and there is enough mana, and otherwise switches to conventional weapons if such are available and readied (held in the player character's hands).    Exploration is much simplified thanks to the built-in automap, which also highlights fake walls and switches for the player's convenience. If a tile currently occupied by the player contains any items that can be picked, an eye icon will pop up on the interface, with the items then shown in a separate small window. Some tiles have a red banner with a golden question mark, which when activated will display messages, often coming from Megrim, the main antagonist of the game, and sometimes hints.    Unlike many dungeon crawlers of this type, there is no party but only one player character, and no character generation. The only choice given to the player is that of the protagonist's sex, which does not affect starting stats. Experience is gained by the usual means of killing monsters.    Escape from Ragor has a hunger/thirst system, with hunger and thirst levels displayed on the character screen. These can be replenished by using food and drink found in the dungeon. You get a flask of water at the start, which may be later refilled in fountains that are found in some areas of the dungeon.",1994-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
59044,45914,Max Magic,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59111,140737,Batsugun: Special Version,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59481,2509,Heimdall 2: Into the Hall of Worlds,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59482,37831,Super Gomoku Shogi,NULL,1994-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59569,42611,Hagane: The Final Conflict,"The Fuma and Koma ninja clans who live mainly in darkness have mastered the secret arts of ninjutsu and black magic. Although they look like normal humans, they have strength and spiritual power beyond normal. Each clan consists of several factions. The Fuma clan is split into factions based on the Chinese zodiac. The Koma clan is split into factions by color; consisting of the white, the gold and the red dragon. In the case of the Fuma clan, members of a given faction know nothing more about any other factions except that they exist and their bloodlines are cut off from the outside world and are destined to decline. The Fuma clan possesses extreme strength and spiritual power. Their duty is to protect the Holy Grail, which is said to possess power that can destroy the world. From long ago, the evil Koma clan had plotted to destroy the world using the destructive power of the Holy Grail.[4]  The Koma clan eventually attacked a faction of the Fuma clan and stole the Holy Grail. However, they failed to notice that among the severely wounded, one man survived. On the verge of death, the barely living man known as Hagane was brought back to life by advanced cyber-technology performed by a mysterious old man named Momochi. However, none of Hagane's body survived except his brain. Already a powerful ninja, he now had the incredible power and speed of a cyborg. With this power, he vowed to take revenge on the Koma clan. At the end of the conflict and having destroyed the Koma clan's complex, Hagane overlooks the scene from a cliff outcropping, satisfied. His purpose fulfilled, Hagane's glowing eyes fade to black and he passes on. As the credits roll, time and nature claim his seated form and rust his katana as a nearby tree grows unhindered by the blackened land.",1994-12-18 00:00:00.000,NULL,NULL,NULL,NULL,70.1756,12
59715,144423,The Lost Vikings,NULL,1994-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59747,37970,Keiba Yosou Baken Renkinjutsu,NULL,1994-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
59974,37965,Keiba Eight Special 2,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60152,42362,Super Formation Soccer 94,NULL,1994-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60182,8487,Alien Carnage,NULL,1994-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60315,133964,Gunship,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60317,37737,Ranma 1/2: III Anything Goes Martial Arts,NULL,1994-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60381,69806,Space Kids,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60388,37809,Super Naxat Open,NULL,1994-04-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60670,159213,Tonko,NULL,1994-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60784,6337,Breath of Fire II,NULL,1994-12-02 00:00:00.000,8,NULL,77.0000,1,76.8546,34
61076,4272,VR Stalker,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61378,4386,College Football's National Championship,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61573,46340,Poker Face Paul's Solitaire,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61707,38296,Sougou Kakutougi: Astral Bout 2 - The Total Fighters,NULL,1994-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61732,13052,Marvin's Marvellous Adventure,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61734,47595,Jyanshin Densetsu - Quest of Jongmaster,NULL,1994-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61776,2514,Yendorian Tales Book I,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61950,170353,Gate,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62355,45607,YuYu Hakusho: Makyou Toitsusen,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62484,46597,Tecmo Super Hockey,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62785,46598,Tecmo Super Bowl II: Special Edition,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62914,146176,Chiral,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63037,39810,New fantasia,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63319,50340,Battle Isle 2: Titan's Legacy,NULL,1994-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63569,46610,Flintstones & Jetsons: Timewarp,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63601,133912,Tetris Hagenuk MT-2000,"The objective of the game is to use the pieces to create as many horizontal lines of blocks as possible. When a line is completed, it disappears, and the blocks placed above fall one rank.",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64137,46876,Under Fire,NULL,1994-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64253,86048,Der Planer,NULL,1994-01-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
64424,2490,Man Enough,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64759,37197,NeuroDancer: Journey into the NeuroNET,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64819,39359,Dungeon Magic,NULL,1994-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
64824,5464,World Cup USA '94,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64894,46606,Rapid Deployment Force: Global Conflict,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64905,42296,Tenshi no Uta: Shiroki Tsubasa no Inori,NULL,1994-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64928,45892,Dimo's Quest,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65154,40346,International Cup '94,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65240,11603,Pac-Man 2: The New Adventures,"After an introductory sequence in which Pac-Man introduces himself and the game's mechanics, the plot unfolds as a loosely connected series of misadventures stemming from Pac-Man's quest to complete tasks for his family, all while the ghosts and their mysterious leader plot to destroy him. Pac-Man is first tasked with finding milk for Pac-Baby, which he procures from the local farm. Some time after, Pac-Man is asked by Ms. Pac-Man to pick a special flower for Lucy, a friend of Pac-Jr's, for her birthday. Pac-Man is given a trolley ticket which he uses to venture into the nearby mountains, hang-gliding and dodging ghosts and boulders as he searches for the flower. Upon returning home with the flower, Pac-Man is exasperated to find that Lucy's party has already started, and that she has already been given another flower. Some time after, Pac-Jr comes home crying, and tells his dad that his guitar was stolen by ghosts while he was in Pac-City. Pac-Man is given a train ticket to travel to the city, where he takes on disgruntled baloon salesmen and disgruntled security guards to get the guitar back. In the final segment of the game, Pac-Man discovers from a news report that the ghosts are stealing ABC gum from children all over Pac-City, at which point the Ghost Witch of Netor takes over the broadcast and challenges Pac-Man to face her and her newly created Gum Monster. He sets off to work his way through the abandoned factory where the monster is being created. The game culminates in a final battle between Super Pac-Man and the Gum Monster. After the Gum Monster's defeat, the Ghost Witch and her minions flee, and Pac-Man is congratulated by the town and his family as a hero, except that he didn't save their ABC gum. During the game, the player can direct Pac-Man to one of two video arcades where a conversion of the original Pac-Man (based on the NES version, but with 16-bit graphics) can be played. The player can also complete an optional side quest by collecting three missing cartridge pieces. Once completed, a bonus game is unlocked in the arcades – in the SNES version, the bonus game is Ms. Pac-Man, while in the Mega Drive/Genesis version, an exclusive game called Pac-Jr. is unlocked instead. Pac-Jr. is a graphic and level hack of Ms. Pac-Man, and not a conversion of the unauthorized arcade game Jr. Pac-Man. This was done because a Genesis version of Ms. Pac-Man was already released prior to this game and Namco did not own the rights to Jr. Pac-Man at the time.",1994-04-06 00:00:00.000,3,NULL,NULL,NULL,69.1337,16
65284,12564,Darkmere: The Nightmare's Begun,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65355,19556,Sonic the Hedgehog: Triple Trouble,"While the evil genius Dr. Robotnik is testing the ultmate destructive weapon, one of his assistants makes a mistake causing his lab to explode and scattering five Chaos Emeralds across the planet Mobius.",1994-11-11 00:00:00.000,NULL,NULL,NULL,NULL,69.4423,8
65534,5427,Radical Rex,NULL,1994-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
65655,85809,Sol Moonarge,NULL,1994-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65747,46542,Scratch Golf,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65846,2561,Dragon Ball Z: V.R.V.S.,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65874,46844,Fire Barrel,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66025,28391,Bust-A-Move,NULL,1994-01-21 00:00:00.000,NULL,NULL,NULL,NULL,76.0497,19
66127,128857,Super Qube Hopper,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66259,42555,FEDA: The Emblem of Justice,NULL,1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66264,15543,Jurassic Park,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,34.8000,5
66366,38374,Magna Braban: Henreki no Yuusha,"The Demon King and his monster armies have been attacking the human kingdoms in an effort to exterminate them all. One day a young boy named Alex is attacked by four monsters but is saved by a Knight of Anatea. Alex, the son of a shepard, grows up idolizing this knight and once the proper age, wishes to enroll in the Arena tournament, though his family forbids him. Entering the tournament Alex and two other warriors: Gina the Magician and Getz the Mercenary, all are defeated in the first round and sent to the Inn to recuperate. However during their absence, the Demon King plans a surprise attack on the Arena and kills everyone there. As the only surviving warriors from the tournament, Alex, Gina and Getz are mistakingly assumed to be strong enough to withstand monsters, and made knights by the King and given the mission of defeating the Demon King. They set out on an epic journey...",1994-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66454,7805,Bubsy in Fractured Furry Tales,NULL,1994-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66539,49016,Stop That Roach!,NULL,1994-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66647,59512,GB Pachio-kun 2,NULL,1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66701,134659,Street Shuffle,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66731,40457,Super Visual Football European Sega Cup,NULL,1994-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66824,37757,Yokoyama Mitsuteru Sangokushi Bangi: Sugoroku Eiyuuki,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67019,42532,YuYu Hakusho: Tokubetsu-hen,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67072,11665,Young Merlin,NULL,1994-03-01 00:00:00.000,1,NULL,NULL,NULL,70.3398,6
67138,42294,Wizap! Ankoku no Ou,NULL,1994-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67266,4513,Mega Bomberman,"The inhabitants of Planet Bomber lived in peace, protected by five spirits, until the evil Buglear and his Robot Army invaded. The Spirit Pictures, the source of the spirits' magical power, were destroyed, splitting Planet Bomber into five pieces. Bomberman arrives to restore the Spirit Pictures and reassemble Planet Bomber.",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67281,60509,Hisshou 777 Fighter: Pachi-Slot Ryuuguu Densetsu,NULL,1994-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67472,38262,Raccoon Rascal,NULL,1994-03-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67716,37913,Nakano Kouichi Kanshuu: Keirin-ou,NULL,1994-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67768,42250,Drift King Shuto-kou Battle '94: Tsuchiya Keiichi & Bandou Masaaki,NULL,1994-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67921,5524,Shadow Fighter,"The game itself is as one would normally expect from any fighting game: fight through 3 rounds against all opponents to reach the main boss at the end. The game features 17 characters (2 hidden) from around the world (including one from space). Each character of course has their own special moves. Like most fighting games, they involve pressing a certain directional combination, followed by a button press to activate. Some of the moves are quite tricky to pull off using a joystick or keyboard, though much easier with a joypad (which started to become more popular on the Amiga towards the mid-90's). But for those still finding the moves too difficult to perform, the player can practice their moves on a training dummy called Pupazz. However, Pupazz is kitted out with his own set of moves, which make him lethal in his own right. Pupazz can only be accessed as a playable character via a cheat. During the in-game action, players are notified of bonuses for performing certain actions (such as first attacks and combos), in a very similar way to Super Street Fighter II. To rival the bloody violence of Mortal Kombat, a ""blood mode"" is included in the game, which can be toggled on or off. Unfortunately, this appears to do nothing other than turn the floor an untextured red colour. The main character of the game is Shadow Fighter himself. The player can only fight Shadow Fighter if they are playing the game under Normal or Hard difficulty setting, as the game will end just before you reach Shadow Fighter under Easy. Shadow Fighter can be accessed as a playable fighter by using a cheat. The game ran at a constant 25 frames per second, however with the use of a cheat the game could be made to run at 50fps on AGA Amigas. The game was ranked the 20th best game of all time by Amiga Power.",1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
67943,37975,Itou Hatasu Mu-dan no Shogi Dojo,NULL,1994-02-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68057,9151,Super Punch-Out!!,NULL,1994-09-14 00:00:00.000,10,NULL,90.0000,1,81.3237,41
68151,122566,Jiji and the Mysterious Forest: Chapter 1,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68161,38346,Albert Odyssey 2,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68230,114033,Taekwon-do,NULL,1994-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68336,45224,NASCAR Racing,NULL,1994-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68401,13240,John Madden Football,NULL,1994-05-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68526,45725,J. League Pro Striker Perfect,NULL,1994-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68884,45746,New 3D Golf Simulation: Harukanaru Augusta,NULL,1994-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68969,8010,Adventures of Yogi Bear,NULL,1994-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
69058,44458,Rap Jam: Volume One,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69533,13056,Strip Pot,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69564,50430,Spear of Destiny Mission 2: Return to Danger,NULL,1994-06-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
69656,38406,X-Kaliber 2097,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70002,11979,Brian the Lion,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70031,45250,Popeye Beach Volleyball,NULL,1994-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70057,40377,Operation Wolf 3,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70254,63097,Shariki,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70263,72984,Tokimeki Memorial,NULL,1994-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70438,37936,Mahjong Taikai II,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70440,46323,Buster Fight,NULL,1994-03-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70564,45620,The Hybrid Front,NULL,1994-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70723,37766,World Class Rugby 2,NULL,1994-02-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70874,2899,EarthBound,"The story begins when Ness is awakened by a meteor that has plummeted to the earth near his home, whereupon he proceeds to investigate the crash site. When Ness gets to the crash site he discovers a police roadblock and Pokey Minch, his friend and neighbor, who tells him to go home. Later, Ness is woken up again by Pokey knocking at his door, demanding help to find his brother Picky.  They find him near the meteor sleeping behind a tree and wake him up. Then the three encounter an insect from the meteor named Buzz Buzz who informs Ness that he is from the future where the ""universal cosmic destroyer"", Giygas, dominates the planet. Buzz Buzz senses great potential in Ness and instructs him to embark on a journey to seek out and record the melodies of eight ""sanctuaries,"" unite his own powers with the Earth's and gain the strength required to confront Giygas.",1994-08-27 00:00:00.000,132,NULL,93.3333,3,89.5276,332
70990,5346,The Adventures of Batman & Robin,NULL,1994-12-31 00:00:00.000,8,NULL,NULL,NULL,78.0307,27
71178,46720,Football Limited,NULL,1994-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
71298,37952,Koushien 3,NULL,1994-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71322,45768,Normy's Beach Babe-O-Rama,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71494,49110,Zen Nippon Pro Wrestling Jet,NULL,1994-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71516,77451,Kid Vid Grid,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
