id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
133,46420,Heart of the Alien: Out of this World Parts I And II,Enter the award-winning sci fi universe of Out of This World. A cool blue world where the past and future coexist. Where electric torture chambers are manned by primitive humanoids. And the merciful turn merciless just to survive. Imagine an alien prison. Where every passage you enter is one you may never exit. Every creature lives to try and take your life. And the further you run the closer you get to the sadist they call The Warden.,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
583,71099,Jo Guest in the Milk Round,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
627,59913,Gion Hana,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
837,49009,Race Days,NULL,1994-12-01 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
1141,119396,Magic of Endoria,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1359,79885,The Lost Mind of Dr. Brain,NULL,1994-07-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1429,56124,Empire of Angels II,NULL,1994-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1540,50160,Dig Dogs: Streetbusters,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1607,39881,Rapid Hero,NULL,1994-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1780,39546,Fighter's History Dynamite,"The quest to defeat the mysterious Baron of Battlers, the mysterious K, is on. In order to get to this grotesque gladiator, however, you need to fight your way through 11 matches with the most skilled, most deadly of all combatants in the world of physical contact. Use your powers of pulverization, psychic energy blasts, and ridiculous strength to become the explosive fighting god in FIGHTERS HISTORY DYNAMITE!",1994-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2004,42235,Pachinko Maruhi Hisshouhou,NULL,1994-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2177,75982,Mighty Morphin Power Rangers: The Movie,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2183,37981,Idea no Hi: Day of the Idea,NULL,1994-04-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2281,130484,Crayon Shin-chan 3: Ora no Gokigen Athletic,NULL,1994-03-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2531,14620,Club Football: The Manager,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2612,6024,Benefactor,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3371,60463,Derby Jockey: Kishou he no Michi,NULL,1994-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3414,38117,Zig Zag Cat: Ostrich Club mo Oosawagi da,NULL,1994-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3434,44417,Derby Jockey: Kishu-ou he no Michi,"Derby Jockey - Kishu Or heno Michi is an equestrian race simulation game released on Super NES. In this very complete game where management holds a large part, you will be able to acquire different types of horses. You will also have to train them, before embarking on the quest for the first on the biggest racetracks around the world.",1994-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3671,39345,Zed Blade,NULL,1994-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3752,123599,Walt Disney's The Jungle Book,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3810,38575,Light Bringer,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4765,37875,Pro Mahjong Kiwame II,NULL,1994-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5024,38162,Pokonyan! Henpokorin Adventure,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5072,162835,Donkey Kong Country Competition Cartridge,NULL,1994-11-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5154,5412,Popful Mail: Magical Fantasy Adventure,NULL,1994-06-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5213,11125,Nosferatu,"The game follows the story of a young man named Kyle who has his girlfriend Erin sequestered with the vampire Nosferatu; he has the objective of obtaining their blood. Kyle then goes up to the castle where Nosferatu lurks with intent to rescue Erin, but getting there, he discovers that the huge place is full of traps and violent creatures. The game starts with Kyle being trapped in the dungeon of the castle, the player must escape from there and walk through the castle until they reach the tower where Erin and Nosferatu are.",1994-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5665,38124,The Great Battle Gaiden 2: Matsuri da Wasshoi,NULL,1994-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6013,41102,Slap Shot,NULL,1994-06-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6056,45890,Peanuts: Yearn 2 Learn,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6286,46396,After Armageddon Gaiden: Majuu Toushouden Eclipse,NULL,1994-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6911,191464,Megami Paradise,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6950,12629,Zeewolf,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
7103,15542,Guardian,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7365,119059,Apogee Games: Companion CD-ROM,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7560,46827,Pang Pang,NULL,1994-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7684,39336,Aggressors of Dark Kombat,NULL,1994-01-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7821,5398,Lethal Enforcers II: Gun Fighters,NULL,1994-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7970,7986,Quest for the Shaven Yak Starring Ren Hoëk and Stimpy,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8013,45893,Golf My Way,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8189,38848,ESPN Let's Go Skiing,NULL,1994-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8455,112893,EARDIS: REVOLUTION FORCE,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8462,59518,Game no Kanzume Vol. 2,NULL,1994-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8746,50116,Microsoft Space Simulator,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8774,71410,The Big One,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8806,57831,The Way Things Work,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8813,131737,Gamers' Delight,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9328,11165,King James Bible,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9713,11980,Bubba 'n' Stix,NULL,1994-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
9734,1127,Castlevania: Bloodlines,"In 1897, the long war between humanity and Dracula came to an end, as Dracula was laid to eternal rest by Quincey Morris, a distant descendant of the Belmont family. Peace was restored to Europe, until the outbreak of the First World War, which transformed the continent into a dark world filled with massacre and violence. At the beginning of the war, in June 1914 at Sarajevo, the Crown Prince of Austria was assassinated. It was said that a strange beautiful woman was involved, within the shadows. It was Elizabeth Bartley. In order to revive her uncle, Count Dracula, she conducted an unholy ceremony which caused the war, giving her possession of human souls from Europe.  The game itself takes place in 1917. The characters are John Morris, a distant descendant of the famed Belmont and Morris families who obeyed his fate to fight vampires day and night, and Eric Lecarde, whose girlfriend was transformed into a vampire when Elizabeth was revived. After Drolta Tzuentes resurrected Elizabeth Bartley, they traveled across Europe to conduct the resurrection of Count Dracula. John Morris and Eric Lecarde followed them. Even though the resurrection of Dracula was a success, the vampire hunters defeated him, and his allies.",1994-03-17 00:00:00.000,14,NULL,NULL,NULL,74.5109,68
9749,49086,Sports Illustrated: Golf Classic,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10038,40446,Taito Power Goal,NULL,1994-06-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10044,45626,Sangokushi 3,NULL,1994-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10060,85822,Furopon World,NULL,1994-08-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10103,4419,Math Blaster: Episode One - In Search of Spot,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10143,123055,Derby Stallion Expert Kit,NULL,1994-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10175,40344,J-League Soccer V-Shoot,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10221,128877,Chao Ji Da Fu Weng,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10301,46733,Return to Ringworld,NULL,1994-05-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10368,14219,ADI Junior Helps with Reading: 6/7 Years,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10396,41021,Tough Guys,NULL,1994-07-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10758,14301,Big Sea,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11031,46381,Bakuden Unbalance Zone,NULL,1994-05-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11414,57677,Brudal Baddle,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11588,71120,System's Twilight,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12020,45925,Inca II,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12065,2308,An American Tail: Fievel Goes West,NULL,1994-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12454,67105,Sammy's Science House,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12507,19824,Captain Zins,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12588,7519,SimTower,NULL,1994-11-01 00:00:00.000,2,1,NULL,NULL,64.8443,10
12647,60508,World Class Rugby 2: Kokunai Gekitou-hen '93,NULL,1994-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13073,79948,Dharma Dojo,NULL,1994-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13410,105044,Magic Knight Rayearth,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13594,183870,Genpei Kassen,"Similar to other Koei historical simulations, the player begins their game by first selecting a scenario. Scenarios include:  1. Yoritomo Lays the Foundations of Kamakura (October 1180): Kiyomori's conquests, Yoritomo's exile and rise within the Hōjō 2. Yoshinaka Seizes The Capital (July 1183): Yoshinaka's insurgent forces collide with Yoritomo, Munemori's succession of the Heike 3. Heike Restoration at the Western Sea (October 1184): Situation of the war after the Battle of Ichi-no-tani, Heike have lost property and start stranded within the west 4. Yoshitsune Slays His Brother's Adversaries (October 1185): Battle of Dan-no-ura, contention between Yoritomo and Yoshitsune in Oshu  The Heike are powerful in the first two story paths, but the Genji will have the clear advantage for the other half. The Fujiwara clan remain resourceful yet ambivalent in every scenario. Like early Nobunaga's Ambition or Romance of the Three Kingdoms, animations and duels can be turned off. Historical events are automatically triggered based on the game's date, yet the player can actively prevent them from occurring. Killing Yoritomo before Kiyomori succumbs to illness, for instance, will never trigger Kiyomori's historical death in the first story path.  The time spent in each scenario is limitless, only ending once the player has either lost or claimed victory. At any time, the player may choose to leave their side's actions to the game's AI.",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13688,46294,Taisen Mahjong Haopai 2,NULL,1994-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13987,14471,5th Fleet,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14091,127951,Realms of Despair,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14112,48577,Kart Fighter,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14118,19827,Dunkle Schatten,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14173,71310,Graduation,NULL,1994-05-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14446,39715,NebulasRay,NULL,1994-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14564,40280,Cheese Chase,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14931,66870,Pachi-Slot Shoubushi,NULL,1994-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14998,37830,Super Hanafuda,NULL,1994-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15084,38261,Daikaijuu Monogatari,NULL,1994-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15534,2510,Shadows of Cairn,"The story of Shadows of Cairn revolves around Quinn, the apprentice thief, and his trials and tribulations. As stated, Quinn is an apprentice thief. Quinn has a problem, however, in that he is too honest to actually steal anything worth value and prove himself to his guild. As such, his guild master sets him up to take the fall for the murder of the Duke of Cairn.[3] After escaping from his holding cell, Quinn must fight and sneak his way through several areas of the tiered outpost city in the mountains of Cairn and prove his innocence and save the outpost from the greedy menace of his former master and associates.",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15600,77140,Ford Simulator 5.0,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15702,143459,Scubaman's Quest,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15728,37659,QUIZ Toukou Shashin,NULL,1994-06-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16612,128887,FIFA International Soccer: Championship Edition,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16735,12665,Liberation: Captive II,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16872,4257,Flying Nightmares,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17716,117026,Houma Hunter Lime: Special Collection Vol. 1,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17741,42459,Sonic Blast Man II,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17976,40320,Great Sluggers '94,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18526,27312,Billy the Kid Returns!,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18553,75487,Metal Slug 1st Mission (Version D),NULL,1994-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18640,15828,Ghost Chaser Densei,NULL,1994-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18665,41154,Quadpawn,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18829,46291,Torarete Tamaruka!?,NULL,1994-07-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19104,45609,Sansan,NULL,1994-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19141,67666,Basted,NULL,1994-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19761,4320,NeuroDancer: Journey into the NeuroNet!,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20345,38414,Ultima: Runes of Virtue II,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,56.0000,1
20567,76194,Ace The Space-Case,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21035,2222,Universe,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21227,42496,Michael Andretti's Indy Car Challenge,NULL,1994-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21239,75526,Jurassic Park,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21342,46861,Super-X,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21451,72061,The Psychotron,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21547,46411,Revengers of Vengeance,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22043,39587,Stone Ball,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22277,40062,Hebereke No Popoon,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22427,46253,Mutant League Hockey,NULL,1994-12-31 00:00:00.000,2,1,NULL,NULL,NULL,NULL
22511,171243,Sensory Overload,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22688,45261,Moldorian: The Sisters of Light and Darkness,"In the village of Keuzon within the Human Realm of Moldoria lives a boy named Navarre, shunned by his peers as a coward and weakling. His only real companion is Miria, his friend since childhood. One day, goaded by a village boy, Navarre ventures with Miria to a cave near the village to prove his strength. But unbeknownst to any of them, dark forces are at work upon the land, and Navarre will soon find himself swept up in an adventure beyond his imagination…",1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22871,38428,Super Bases Loaded 3: License to Steal,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22985,40262,Pnickies,NULL,1994-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23217,46607,NFL Hall of Fame Football,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23252,45258,Nazo Puyo Arle no Roux,NULL,1994-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23267,73235,The Vortex: Quantum Gate II,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23412,85783,Jump Raven,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23565,12785,Super Methane Bros,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23654,60709,MegaZeux,NULL,1994-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23849,81439,Galactic Attack,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24027,38838,Vital Light,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24257,44386,Olivia's Mystery,NULL,1994-03-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24282,5410,Pitfall: The Mayan Adventure,NULL,1994-12-31 00:00:00.000,4,NULL,50.0000,1,73.2304,20
25276,58392,Game no Kanzume Vol. 1,NULL,1994-03-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25357,20298,Revolution X,NULL,1994-12-31 00:00:00.000,1,NULL,10.0000,1,83.0743,8
25468,48974,Madden 95,NULL,1994-12-01 00:00:00.000,NULL,NULL,NULL,NULL,47.0000,0
25504,19661,Götzendiener,"The Demon God has abducted the princess Misa, intending to sacrifice her in order to restore his power. The king has sent an army to rescue his daughter, led by a knight who was carrying the legendary Sword of the Valiant. All the soldiers were killed by the minions of the Demon God, and only the brave knight survived. But as he delivered the fatal blow to the Demon God, he was himself mortally wounded by him. The princess Misa has no other choice but to take the Sword of the Valiant and to find a way to escape from the Demon God's dungeon, full of deadly traps and enemies...",1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25537,2837,The Simpsons: Bart & the Beanstalk,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
26032,73317,Alien Olympics,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26264,16472,Cyber Knight II,NULL,1994-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26529,121729,King Valley,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26539,40153,Gumbo,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26744,42224,Super Shogi 2,NULL,1994-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27030,48977,Jeopardy! Sports Edition,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,20.0000,0
27222,97118,Gon,NULL,1994-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27225,45932,Effacer: Hangman from the 25th Century,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27341,49062,Tarzan: Lord of the Jungle,NULL,1994-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27354,37773,Umi Tsuri Mejin: Suzuki-hen,NULL,1994-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27439,19537,Coca Cola Kid,NULL,1994-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27521,39562,World Heroes 2 Jet,"The tournament to decide the strongest warrior in history is about to unfold in for five days... However, a behind the tournament's scenes lies a dark shadow. The heroes involved in the tournament remain unaware of its involvement. Just who is the one responsible for these tournaments? And who is the true identity of the person lurking in the shadows? The Heroes Battle continues!! Will you be the last one standing!?",1994-01-10 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,3
27627,58885,Yawara! 2,NULL,1994-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27656,3166,The Lion King,NULL,1994-12-08 00:00:00.000,33,NULL,80.0000,1,75.5726,163
27823,46678,Time Trax,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28020,59834,Super Zugan 2: Tsukanpo Fighter,NULL,1994-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28049,19743,Midnight Raiders,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28283,40370,Lord Of Gun,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28401,12062,Elfmania,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28508,45521,FEDA: The Emblem of Justice Remake,NULL,1994-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28553,44400,Nontan to Issho: Kuru-kuru Puzzle,NULL,1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28556,48892,Super Contra X,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28625,152384,First Queen IV: Varcia Senki,"The land of Logris was originally inhabited by elves, dwarves, and other magical creatures. When the humans arrived, the cultural differences between the races were not enough to provoke a war, so for a while they co-existed peacefully. Afterwards, the humans have split into several smaller nations. The nation of Barcia in the north had a small population, and its king Zenel was worried his country will be conquered by others. To prevent that, he invited the dark magician Zon, who cast a spell over his soldiers. But nothing comes without a price. Insanity seized the king and its army. Barcia began invading other countries. A warrior named Ares and his friends try to assassinate the king, but as a result, Ares is thrown in prison. A mysterious man with magical powers saves Ares, telling him that it's time to sort out the differences between nations and races, and lead an army to stop the madness of Barcia...",1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28666,4539,FIFA Soccer 95,NULL,1994-12-31 00:00:00.000,4,NULL,NULL,NULL,69.9770,13
28782,42530,YuYu Hakusho 2: Kakutou no Sho,NULL,1994-06-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28935,12019,Crystal Dragon,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29326,37601,The Dynastic Hero,NULL,1994-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29955,45896,Ultimate Noah's Ark,NULL,1994-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30085,11909,Arcade Pool,NULL,1994-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
30125,46311,Puzzle & Action: Ichidant-R GG,NULL,1994-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30158,13048,Dragonstone,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30306,38347,Ryuuko no Ken 2,NULL,1994-09-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30398,39709,Dyna Gears,NULL,1994-08-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30469,38329,J.League Soccer: Prime Goal 2,NULL,1994-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30861,38231,Majin Tensei,NULL,1994-01-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31044,44435,Kidou Keisatsu Patlabor,NULL,1994-05-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31056,19689,Stargate,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
31389,4310,Shock Wave: Operation JumpGate,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31645,37119,ESPN Let's Play Soccer,NULL,1994-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31941,39707,Mach Breakers,NULL,1994-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32088,75486,Metal Slug 1st Mission (Version C),NULL,1994-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32139,66290,Kagayake! Kirakira Senshi Risky Jewel,NULL,1994-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32169,46171,Langrisser II,NULL,1994-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32288,14419,Alien Legacy,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32298,4253,Putt-Putt's Fun Pack,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32310,46686,World Championship Soccer II,NULL,1994-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32388,67659,The Magic School Bus Explores the Solar System,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32457,42264,Super Final Match Tennis,NULL,1994-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32566,1536,Pocky & Rocky 2,NULL,1994-06-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32646,42309,Sotsugyou Bangai-hen: Nee Mahjong Shiyo!,NULL,1994-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32690,94558,Tube Warriors,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32703,40350,Hard Dunk,NULL,1994-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32718,20009,Darkstalkers: The Night Warriors,NULL,1994-07-30 00:00:00.000,2,NULL,65.0000,1,80.1415,20
32786,45705,ResQ,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32875,91760,Eiyuu Shigan: Gal Act Heroism,NULL,1994-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32952,143571,My First Encyclopedia,NULL,1994-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
